survey_id,employee_id,survey_month,enps_score,satisfaction_1_5
983,3369,2025-09,5,4
984,2551,2025-09,98,5
985,2574,2024-10,-32,5
986,225,2024-01,-71,5
987,524,2025-11,-9,4
988,2723,2025-10,-72,3
989,779,2024-12,-69,5
990,1488,2024-01,27,1
991,367,2025-05,69,2
992,77,2025-07,-77,1
993,2498,2025-08,-22,2
994,608,2025-06,-64,2
995,578,2025-09,-7,3
996,2888,2025-01,18,4
997,2448,2024-04,82,5
998,733,2025-05,79,3
999,2944,2024-06,82,1
1000,3324,2025-04,-16,1
1001,1411,2024-04,58,3
1002,1557,2024-01,-42,4
1003,2265,2024-11,-94,5
1004,504,2025/03,86,2
1005,3067,2024-04,82,1
1006,429,2025-07,-64,1
1007,2580,2025-04,-63,4
1008,1977,2025-08,82,5
1009,448,2024-09,-12,1
1010,1514,2025-04,58,1
1011,1002,2025-12,81,1
1012,3211,2024-05,9,3
1013,1835,2025-08,-81,2
1014,1261,2025-04,20,5
1015,906,2025-06,-74,5
1016,489,2025-04,38,3
1017,1733,2025-05,15,1
1018,1746,2025-07,-13,3
1019,3264,2024-01,-6,2
1020,2220,2024-01,93,5
1021,1553,2024-03,-22,4
1022,1276,2025-11,70,5
1023,897,2024-11,62,2
1024,2216,2025-12,100,2
1025,503,2025-10,79,3
1026,21,2024-09,24,5
1027,3087,2024-03,99,3
1028,115,2025-09,40,2
1029,788,2024-11,-76,5
1030,1913,2024-08,-81,2
1031,664,2025-08,35,5
1032,2296,2024-12,6,4
1033,1888,2024-08,75,1
1034,258,2024-10,8,3
1035,1582,2025-11,-52,4
1036,2845,2024-08,72,5
1037,1321,2025-11,-4,3
1038,2321,2025-03,91,1
1039,1982,2024-02,-99,2
1040,1578,2024-03,-97,5
1041,1951,2025-03,-73,3
1042,1669,2024-04,92,N/A
1043,235,2024-04,-75,5
1044,1495,2024-12,43,3
1045,1422,2024-11,42,4
1046,2668,2025-11,76,1
1047,2470,2025-10,25,3
1048,1966,2025-11,-96,1
1049,1308,2024-02,-93,1
1050,2158,2025-08,-98,3
1051,3417,2025-11,19,4
1052,2867,2025-03,-14,1
1053,807,2025-12,-87,3
1054,961,2025-08,-96,3
1055,1701,2025-05,-60,3
1056,2262,2024-10,-4,5
1057,2309,2024-09,81,5
1058,2683,2024-10,66,1
1059,1877,2024-07,-11,5
1060,2824,2025-02,-43,1
1061,134,2024-11,57,5
1062,745,2024-08,88,4
1063,1760,2024-05,-37,4
1064,1790,2025-01,0,2
1065,3311,2024-01,-78,3
1066,2259,2024-09,-74,3
1067,1393,2024-02,78,2
1068,2010,2024-09,-55,3
1069,398,2025-04,-68,5
1070,1341,2025-04,-36,1
1071,73,2024-01,-30,3
1072,515,2025-05,-60,2
1073,1413,2024-08,40,2
1074,18,2024-12,15,3
1075,635,2025-05,18,1
1076,3063,2024-01,98,1
1077,2859,2024-05,86,5
1078,1948,2024-04,-44,2
1079,3262,2024-08,98,2
1080,106,2024-01,36,4
1081,3222,2024-01,-71,4
1082,1700,2025-01,-36,5
1083,1283,2024-03,-55,4
1084,2709,2024-11,60,2
1085,1558,2024-06,28,2
1086,2060,2025-12,56,4
1087,1080,2024-04,-71,5
1088,1796,2024-12,3,5
1089,443,2024-12,8,5
1090,737,2025-06,36,4
1091,1915,2024-04,-26,N/A
1092,3233,2025-12,-88,3
1093,638,2024-08,78,1
1094,1982,2024-01,-15,3
1095,204,2025-06,84,4
1096,1734,2025-02,-17,4
1097,2910,2025-04,-48,2
1098,1163,2025-10,-7,4
1099,2735,2024-10,-81,2
1100,1347,2025-10,12,4
1101,3173,2025-11,99,5
1102,2154,2025-02,-49,2
1103,1122,2025-07,-70,1
1104,909,2024-01,-73,5
1105,2983,2025-03,-66,3
1106,1648,2024-02,-22,2
1107,1365,2024-11,-50,2
1108,2010,2025-06,43,3
1109,250,2024-02,-32,2
1110,630,2024-10,-28,5
1111,1569,2024-10,-71,2
1112,998,2024-06,15,3
1113,1897,2025-02,-36,2
1114,1194,2025-08,41,4
1115,1480,2025-12,-96,4
1116,2669,2025-10,29,3
1117,2691,2025-11,60,5
1118,1002,2024-05,43,2
1119,1206,2024-03,-48,3
1120,2192,2024-05,40,4
1121,3155,2025-12,64,5
1122,1865,2024-06,5,2
1123,255,2025-07,30,1
1124,2042,2024-10,63,4
1125,2468,2025-05,-4,3
1126,3208,2025-07,-71,1
1127,3182,2025-10,95,5
1128,2366,2024-03,-35,3
1129,1895,2024-08,-23,4
1130,574,2024-03,23,2
1131,3010,2024-10,-65,5
1132,1633,2024-09,-31,3
1133,2370,2025-09,16,3
1134,2518,2025-05,47,3
1135,50,2024-03,-72,5
1136,1279,2024-11,66,4
1137,2300,2025-06,-45,1
1138,1622,2025-06,83,5
1139,2249,2025-08,82,1
1140,1927,2024-06,42,3
1141,1,2025-10,79,2
1142,1048,2025-10,-68,3
1143,1402,2024-06,-7,5
1144,1318,2025-04,-72,1
1145,133,2025-05,-4,1
1146,64,2025-10,17,5
1147,1004,2024-03,13,2
1148,2916,2024-06,-85,3
1149,3380,2025-09,-84,5
1150,2866,2024-01,100,4
1151,3221,2024-12,-50,4
1152,3173,2024-08,-1,1
1153,2346,2025-03,16,2
1154,421,2024-12,-68,3
1155,1257,2025-09,-36,1
1156,2522,2024-02,20,4
1157,1358,2025-01,-58,4
1158,921,2025-01,59,2
1159,131,2025-01,30,5
1160,1160,2024-02,98,5
1161,1159,2024-12,13,4
1162,2787,2025-10,60,2
1163,2687,2025-03,-35,1
1164,388,2024-03,39,4
1165,1779,2025-06,88,3
1166,3093,2025-11,65,4
1167,1633,2025-08,56,3
1168,3276,2024-03,-10,1
1169,313,2024-01,19,5
1170,1104,2024-05,19,5
1171,3148,2024-09,-58,4
1172,2453,2025-11,-48,1
1173,970,2024-11,30,5
1174,3055,2025-12,27,5
1175,1312,2024-03,38,3
1176,2715,2025-07,21,3
1177,1133,2025-07,16,1
1178,1161,2025-12,4,4
1179,1126,2025-01,28,4
1180,1251,2025-03,-28,2
1181,2053,2024-01,-68,4
1182,2772,2025-10,36,2
1183,2148,2025-04,-33,1
1184,89,2025-05,52,1
1185,2051,2024-09,79,4
1186,1478,2024-02,-22,2
1187,235,2025-06,-73,1
1188,1132,2025-06,-100,5
1189,3321,2024-05,18,4
1190,1195,2025-08,77,2
1191,2446,2024-01,80,4
1192,684,2025-04,80,3
1193,3024,2024-03,-98,1
1194,2788,2025-07,-90,2
1195,547,2024-11,94,4
1196,2368,2024-08,35,4
1197,3193,2025-06,77,3
1198,3099,2025-08,96,5
1199,2472,2025-03,43,3
1200,2500,2025-06,-20,1
1201,1715,2024-01,42,5
1202,512,2025-08,25,1
1203,80,2025-03,74,5
1204,1005,2024-04,73,1
1205,868,2024-12,-66,2
1206,3130,2025-04,77,1
1207,2873,2025-08,40,4
1208,1112,2025-01,47,2
1209,1299,2024-07,-31,3
1210,2546,2024-07,-3,1
1211,2324,2025-06,76,5
1212,3037,2025-09,-73,3
1213,2503,2025-04,7,2
1214,2370,2025-08,94,1
1215,2657,2025-03,53,3
1216,3062,2024-12,-71,4
1217,1310,2024-10,-67,1
1218,861,2024-12,1,3
1219,3117,2024-01,-52,5
1220,554,2025-02,77,5
1221,1001,2024-05,68,5
1222,467,2025-10,91,5
1223,2864,2025-09,-21,2
1224,3141,2024-12,-43,1
1225,1455,2025-03,6,3
1226,341,2024-01,-77,4
1227,803,2025-02,45,2
1228,1983,2025-09,74,2
1229,1177,2025-01,-66,1
1230,2570,2025-09,-61,3
1231,2739,2024-02,-40,1
1232,1496,2025-12,60,4
1233,2106,2024-09,-35,5
1234,219,2024-01,46,5
1235,469,2025-03,84,2
1236,1151,2025-03,-12,1
1237,425,2024-04,-73,3
1238,51,2024-09,84,4
1239,2354,2025-11,-26,5
1240,81,2024-05,20,1
1241,821,2024-02,92,1
1242,2471,2025-08,80,1
1243,715,2025-05,67,3
1244,780,2024-12,-29,1
1245,2568,2024-08,34,5
1246,76,2025-09,-33,2
1247,1106,2025-09,10,5
1248,1836,2024-01,-33,2
1249,234,2025-08,68,2
1250,2234,2024-12,50,1
1251,1456,2024-08,90,2
1252,1064,2024-09,-47,4
1253,1950,2024-12,85,4
1254,133,2025-02,-51,4
1255,2061,2025-12,28,1
1256,1588,2024-01,-66,2
1257,201,2025-03,46,3
1258,2691,2024-02,55,5
1259,1554,2024-01,55,2
1260,235,2024-08,-45,1
1261,1232,2025-07,62,5
1262,2553,2024-09,-69,3
1263,1538,2024-09,47,2
1264,1327,2025-10,-6,2
1265,143,2024-07,-64,3
1266,222,2025-07,95,3
1267,1013,2025-08,52,4
1268,930,2025-04,-71,4
1269,2204,2025-12,-22,1
1270,1612,2025-12,48,1
1271,432,2024-02,-60,4
1272,2232,2024-05,-5,5
1273,3286,2024-10,-80,5
1274,2941,2025-04,-96,5
1275,3405,2024-07,-52,4
1276,1645,2025-04,42,2
1277,1235,2025-10,2,1
1278,191,2024-01,-38,4
1279,2333,2025-09,-51,5
1280,1508,2024-12,61,3
1281,2177,2025-10,33,1
1282,1032,2025-05,73,4
1283,573,2024-02,93,2
1284,2364,2025-10,27,4
1285,1330,2024-02,-92,1
1286,1812,2024-07,88,2
1287,3359,2025-02,-74,4
1288,964,2025-10,42,5
1289,438,2024-05,-51,2
1290,2439,2025-01,54,4
1291,1970,2024-03,61,2
1292,1364,2024-09,59,4
1293,2053,2024-07,-46,3
1294,3162,2024-11,28,4
1295,574,2025-06,-62,2
1296,2709,2025-06,78,1
1297,1834,2025-05,-70,4
1298,2759,2024-01,69,1
1299,3143,2025-07,-70,3
1300,548,2025-04,-42,1
1301,397,2024-02,44,3
1302,14,2025-11,92,1
1303,650,2025-07,42,1
1304,1188,2025-05,-32,5
1305,876,2024-12,-38,5
1306,2821,2025-08,26,3
1307,2573,2024-08,-10,2
1308,1205,2025-06,-59,4
1309,1978,2025-03,26,2
1310,1072,2025-03,-13,1
1311,1725,2025-08,95,2
1312,996,2024-05,-95,4
1313,2713,2024-03,49,5
1314,781,2025-02,60,4
1315,3351,2025-08,61,4
1316,3194,2024-07,40,4
1317,672,2025-02,96,1
1318,1956,2025-11,-38,4
1319,2782,2025-03,-24,1
1320,2891,2024-02,87,3
1321,1268,2025-10,-87,3
1322,1876,2025-12,66,4
1323,501,2025-06,50,1
1324,862,2025-03,18,5
1325,879,2025-03,-76,4
1326,979,2025-03,22,2
1327,1368,2024-09,-12,2
1328,2356,2025-04,-83,1
1329,3080,2025-01,48,2
1330,1992,2025-08,63,1
1331,1639,2025-09,12,4
1332,2408,2025-06,-68,4
1333,2104,2025-12,-27,3
1334,1530,2024-11,8,5
1335,114,2025-07,3,1
1336,1856,2024-09,18,5
1337,220,2025-07,-51,2
1338,2092,2024-07,60,4
1339,3214,2025-05,-86,5
1340,2732,2024-01,98,1
1341,2872,2025-07,-18,5
1342,1582,2024-07,66,5
1343,1678,2024-06,-89,4
1344,1800,2024-09,34,1
1345,687,2024-11,96,5
1346,3359,2024-04,93,2
1347,138,2025-02,-11,1
1348,3392,2024-03,-25,4
1349,3341,2025-02,77,1
1350,3220,2024-09,28,3
1351,20,2025-03,91,1
1352,3269,2024-04,-53,4
1353,814,2025-12,-10,1
1354,894,2024-01,-38,4
1355,2343,2025-09,-16,5
1356,1363,2024-09,75,1
1357,3213,2025-08,79,1
1358,1701,2025-03,19,5
1359,401,2025-08,-94,3
1360,821,2025-02,-12,3
1361,2651,2025-08,-3,2
1362,1972,2025-04,43,3
1363,1137,2025-05,-47,5
1364,752,2025-02,16,5
1365,2329,2024-07,51,5
1366,914,2025-09,14,2
1367,331,2025-09,68,4
1368,1906,2025-06,-50,3
1369,2962,2024-07,24,2
1370,1057,2024-10,-9,2
1371,2423,2025-06,-19,5
1372,1530,2024-05,-15,1
1373,3273,2024-03,11,5
1374,2080,2024-10,3,5
1375,1721,2025-02,15,4
1376,781,2025-10,92,1
1377,3041,2024-08,27,4
1378,157,2024-06,9,1
1379,1851,2025-05,85,2
1380,912,2025-10,-53,1
1381,1757,2025-09,-50,4
1382,3368,2025-04,-77,3
1383,325,2024-01,-60,5
1384,180,2025-04,-85,4
1385,2789,2024-03,-62,2
1386,2392,2025-07,31,4
1387,1412,2025-11,40,2
1388,762,2025-03,30,2
1389,2056,2024-06,81,2
1390,881,2024-08,72,4
1391,2229,2025-06,-35,5
1392,1388,2025-07,-62,5
1393,2654,2025-08,-16,3
1394,2255,2024-03,86,1
1395,1971,2025-06,94,5
1396,335,2025-12,-59,2
1397,2124,2024-01,-71,4
1398,2392,2024-11,48,3
1399,1784,2025-06,76,2
1400,2031,2025-01,90,2
1401,2103,2025-12,92,3
1402,801,2025-05,-44,3
1403,1522,2024-09,60,1
1404,432,2025-03,35,2
1405,2660,2025-06,-33,3
1406,499,2025-07,-97,4
1407,2776,2024-07,31,3
1408,2180,2025-10,-28,1
1409,1772,2025-12,-42,3
1410,1730,2024-06,-99,5
1411,503,2024-06,-76,2
1412,2233,2024-10,-62,4
1413,1280,2024-08,-79,3
1414,2684,2024-05,90,2
1415,2877,2024-05,-99,5
1416,3143,2025-06,-22,5
1417,3140,2025-11,96,1
1418,2610,2024-03,-77,4
1419,915,2025-02,31,5
1420,938,2024-07,-50,3
1421,3224,2024-06,-36,3
1422,3301,2025-02,-11,5
1423,948,2024-04,16,4
1424,2220,2024-02,52,5
1425,3148,2025-09,24,1
1426,2904,2024-11,-96,3
1427,3204,2024-02,-64,1
1428,1205,2025-10,26,2
1429,1730,2025-04,-42,4
1430,2050,2025-06,-88,5
1431,3256,2025-03,10,5
1432,3367,2024-12,-37,4
1433,1882,2025-07,68,3
1434,2920,2024-09,78,3
1435,1298,2025-05,-74,1
1436,2069,2025-10,56,4
1437,2775,2025-09,72,4
1438,3039,2025-02,28,1
1439,372,2024-01,22,5
1440,251,2024-01,-7,2
1441,743,2024-11,-2,4
1442,350,2025-04,-85,1
1443,731,2024-02,-72,1
1444,3250,2024-10,37,4
1445,2131,2024-10,10,3
1446,333,2024-12,-66,1
1447,2428,2025-02,-29,5
1448,3217,2024-07,29,5
1449,2869,2025-03,-63,1
1450,2931,2024-11,-58,4
1451,3083,2025-11,76,1
1452,2573,2024-08,-8,4
1453,2998,2025-11,-8,4
1454,2731,2025-12,-86,4
1455,2336,2024-08,-84,3
1456,684,2024-10,30,1
1457,3134,2025-05,-40,2
1458,308,2024-12,-44,5
1459,944,2025-06,-64,4
1460,2474,2024-07,51,2
1461,2485,2025-11,88,5
1462,3025,2025-05,-48,3
1463,263,2024-03,-52,5
1464,2698,2024-06,56,5
1465,429,2025-03,1,1
1466,2086,2024-08,59,5
1467,775,2024-10,49,5
1468,1948,2025-04,59,5
1469,352,2024-09,-69,4
1470,117,2025-10,7,4
1471,3308,2025-03,-13,2
1472,1751,2024-11,74,1
1473,1597,2024-07,31,1
1474,1346,2024-08,49,1
1475,3106,2024-01,77,5
1476,2683,2024-03,38,2
1477,1633,2025-07,31,1
1478,421,2025-07,6,4
1479,2397,2024-03,-84,1
1480,699,2025-02,44,3
1481,1102,2024-08,-36,4
1482,2264,2025-05,-76,3
1483,3257,2025-03,-30,4
1484,760,2025-08,-31,1
1485,120,2025-03,-22,2
1486,1455,2024-05,-44,3
1487,2389,2025-04,89,4
1488,2254,2025-09,77,3
1489,3256,2025-12,-93,4
1490,713,2025-05,-1,4
1491,2700,2024-10,-40,5
1492,2651,2025-01,70,4
1493,2835,2024-04,-2,4
1494,3091,2025-04,27,4
1495,1025,2024-04,-83,1
1496,1061,2024-07,43,2
1497,1548,2025-01,-3,5
1498,1199,2024-12,75,1
1499,467,2024-10,-79,3
1500,1129,2025-04,-40,4
1501,1290,2025-10,68,3
1502,2598,2025-11,-53,1
1503,29,2025-01,-46,1
1504,2572,2025-02,-40,4
1505,2668,2024-11,5,3
1506,456,2025-10,-90,4
1507,3265,2025-09,24,1
1508,2479,2024-02,62,3
1509,2401,2025-08,-39,3
1510,2627,2024-01,-66,5
1511,2776,2025-06,-30,1
1512,1379,2024-09,29,4
1513,1759,2025-01,2,4
1514,2091,2025-07,21,3
1515,657,2024-06,61,1
1516,210,2024-04,90,1
1517,2469,2025-02,-10,4
1518,855,2025-09,52,4
1519,1026,2024-03,-2,4
1520,354,2024-10,-73,4
1521,1574,2025-01,19,2
1522,1947,2024-06,91,2
1523,3085,2025-09,-15,5
1524,1684,2025-03,8,4
1525,1278,2025-01,45,3
1526,2721,2024-04,66,3
1527,992,2024-02,-100,4
1528,39,2024-04,-89,2
1529,109,2024-01,-3,3
1530,2893,2025-01,-78,1
1531,2403,2025-09,85,4
1532,617,2025-07,41,3
1533,738,2024-06,23,5
1534,2867,2024-05,17,2
1535,2191,2025-01,-3,3
1536,1651,2025-07,-91,1
1537,1256,2025-07,55,5
1538,1307,2025-01,-4,2
1539,2698,2024-07,-22,1
1540,676,2024-12,-13,4
1541,3048,2025-06,-7,N/A
1542,816,2025-10,89,1
1543,808,2024-02,-61,3
1544,1293,2025-07,-65,3
1545,2714,2025-06,-76,1
1546,18,2024-06,24,2
1547,524,2024-02,-95,4
1548,1286,2024-08,59,5
1549,483,2024-07,47,1
1550,1313,2024-03,42,4
1551,1468,2024-07,-6,5
1552,2119,2024-05,-18,4
1553,1112,2025-10,88,5
1554,1844,2024-03,66,5
1555,3382,2025-01,-65,4
1556,1582,2024-08,-48,1
1557,2754,2025-09,-51,2
1558,938,2024-12,-5,3
1559,3050,2025-02,28,5
1560,1948,2024-10,-56,2
1561,466,2025-08,-90,5
1562,3105,2025-05,-23,4
1563,2446,2025-02,1,4
1564,1175,2024-10,35,1
1565,2070,2024-11,-76,2
1566,3245,2024-07,38,3
1567,340,2025-04,-68,3
1568,135,2024-08,-42,5
1569,2719,2024-07,2,2
1570,987,2024-12,-79,5
1571,2925,2025-11,14,5
1572,2641,2024-11,-93,4
1573,3131,2025-10,-58,2
1574,2601,2025-01,13,1
1575,3219,2024-02,-46,2
1576,2123,2025-03,-14,4
1577,370,2025-11,-43,2
1578,717,2025-10,0,5
1579,3022,2024-05,-72,3
1580,999,2024-07,-69,2
1581,3238,2025-05,94,4
1582,2994,2024-11,-34,1
1583,2366,2025-08,39,5
1584,467,2025-01,-99,3
1585,630,2024-06,-78,5
1586,2548,2024-08,58,5
1587,1373,2024-03,-29,1
1588,1376,2024-07,-40,5
1589,309,2025-07,-66,1
1590,1573,2024-06,-47,4
1591,15,2024-11,-53,2
1592,486,2024-05,60,2
1593,3152,2024-12,88,5
1594,2585,2025-12,-93,2
1595,3331,2025-07,-73,5
1596,3122,2025-07,26,1
1597,3149,2024-07,76,1
1598,1396,2024-08,-37,2
1599,870,2024-03,69,2
1600,2347,2025-11,-100,5
1601,2128,2025-11,49,5
1602,1483,2024-09,89,3
1603,1712,2025-05,-1,3
1604,689,2024-06,17,2
1605,1699,2025-04,-49,3
1606,3303,2024-03,57,2
1607,1468,2024-08,67,2
1608,1773,2024-10,67,4
1609,3224,2025-12,67,1
1610,2923,2024-12,-85,2
1611,2709,2024-06,5,1
1612,19,2024-02,2,3
1613,2901,2024-05,-91,4
1614,264,2024-06,61,3
1615,119,2024-08,-62,4
1616,1210,2024-04,-15,3
1617,1411,2025-06,-89,2
1618,414,2024-10,58,5
1619,2049,2024-06,-64,4
1620,3154,2025-01,3,1
1621,2257,2024-08,2,1
1622,3291,2025-05,-81,4
1623,3065,2025-01,71,1
1624,2793,2025-11,-99,1
1625,572,2025-04,31,1
1626,2186,2024-09,-66,5
1627,309,2024-04,20,1
1628,2646,2024-03,-55,2
1629,3060,2025-04,50,5
1630,410,2024-01,13,1
1631,1736,2024-10,28,2
1632,437,2024-01,98,5
1633,1847,2024-09,-11,1
1634,1547,2025-10,52,2
1635,3049,2024-02,63,4
1636,933,2025-12,-35,1
1637,2569,2025-12,-38,2
1638,2253,2025-09,41,2
1639,2503,2025-05,86,2
1640,3293,2024-05,-97,2
1641,638,2024-03,-77,2
1642,47,2025-11,-67,4
1643,2129,2024-09,28,1
1644,420,2024-11,-16,2
1645,1542,2024-02,0,1
1646,1786,2024-02,-37,1
1647,2093,2025-01,-15,4
1648,42,2024-10,55,3
1649,1972,2025-05,-14,3
1650,2668,2025-09,-22,2
1651,91,2024-02,-92,1
1652,1353,2025-12,-24,5
1653,1178,2025-11,51,4
1654,1167,2025-02,-73,3
1655,1568,2024-09,-30,1
1656,485,2024-04,-43,5
1657,1714,2024-06,-5,3
1658,264,2025-05,65,1
1659,341,2024-04,70,1
1660,1839,2025-12,-23,5
1661,3078,2024-04,15,1
1662,2425,2025-07,64,2
1663,1146,2025-09,71,3
1664,1185,2024-08,21,2
1665,1677,2024-12,-73,1
1666,119,2025-02,-25,4
1667,2274,2025-08,-44,1
1668,459,2024-02,36,5
1669,2463,2024-06,-55,3
1670,1281,2024-04,-94,4
1671,1295,2024-08,78,5
1672,1508,2025-05,-78,4
1673,443,2024-10,57,3
1674,821,2024-12,91,1
1675,711,2024-11,67,1
1676,2902,2024-01,-2,2
1677,566,2024-03,14,2
1678,442,2024-06,44,5
1679,837,2024-02,-56,3
1680,1455,2025-08,-15,5
1681,2068,2025-12,-25,2
1682,1451,2024-12,-46,5
1683,1835,2025-04,10,2
1684,1773,2024-02,-16,5
1685,578,2024-02,-97,3
1686,26,2025-03,-82,1
1687,2335,2025-07,28,5
1688,3233,2025-11,10,2
1689,219,2024-09,71,5
1690,3145,2024-11,-86,5
1691,3116,2025-08,-35,2
1692,2701,2024-04,-23,3
1693,1940,2025-11,36,4
1694,1165,2024-08,-13,5
1695,2023,2024-01,-3,2
1696,39,2025-07,85,3
1697,980,2025-12,-100,5
1698,1349,2024-12,79,3
1699,1753,2024-04,-43,4
1700,934,2024-04,-92,1
1701,1460,2024-08,6,4
1702,2484,2025-01,-58,2
1703,3257,2025-04,45,2
1704,2818,2025-05,52,5
1705,262,2025-06,-20,4
1706,2019,2024-06,56,3
1707,1572,2024-05,-63,3
1708,1789,2025-11,-33,5
1709,2711,2024-04,-88,4
1710,1120,2025-01,28,2
1711,1866,2024-07,43,3
1712,3039,2025-06,53,4
1713,1936,2024-08,-27,1
1714,1902,2024-03,68,1
1715,3121,2024-08,30,3
1716,100,2024-03,15,3
1717,1287,2024-05,-56,1
1718,1688,2024-12,69,3
1719,8,2025-12,51,1
1720,1626,2024-05,76,4
1721,3171,2025-08,-31,3
1722,2700,2025-01,10,1
1723,114,2025-12,-90,3
1724,3002,2025-01,20,5
1725,2732,2024-03,2,1
1726,3005,2024-10,64,3
1727,479,2024-02,47,1
1728,3072,2024-06,99,5
1729,71,2025-01,87,3
1730,120,2025-10,-67,4
1731,1215,2025-03,95,5
1732,2793,2024-09,-94,1
1733,2960,2025-04,-9,3
1734,2170,2024-06,87,1
1735,127,2024-03,22,4
1736,2994,2025-06,99,3
1737,900,2025-09,12,3
1738,2551,2025-03,36,2
1739,956,2024-12,7,1
1740,1938,2024-11,86,5
1741,325,2024-09,-77,1
1742,3418,2025-12,-22,1
1743,318,2025-01,34,2
1744,3275,2025-09,-1,2
1745,3111,2024-01,94,5
1746,515,2024-09,17,2
1747,2382,2024-06,-75,2
1748,1178,2024-03,23,2
1749,1066,2025-12,-38,2
1750,1122,2024-02,-6,2
1751,817,2025-02,-85,4
1752,3293,2024-06,74,4
1753,147,2024-02,-20,4
1754,1214,2025-12,62,5
1755,1229,2024-08,-4,4
1756,1435,2024-09,90,4
1757,1032,2024-05,-29,2
1758,2274,2025-05,-79,5
1759,3141,2025-11,-5,5
1760,2284,2024-09,-94,1
1761,756,2025-08,61,2
1762,3415,2024-10,84,4
1763,1388,2025-02,-58,2
1764,1063,2025-08,-90,3
1765,2336,2025-11,52,5
1766,3339,2025-03,38,5
1767,1101,2024-09,59,5
1768,688,2024-12,14,4
1769,2678,2025-09,16,5
1770,1635,2024-09,-46,4
1771,2488,2024-12,-37,3
1772,1555,2025-07,26,2
1773,122,2025-09,88,5
1774,1239,2024-11,-38,2
1775,2932,2025-10,-27,1
1776,3207,2025-09,18,4
1777,1247,2024-12,-90,5
1778,2375,2024-07,31,5
1779,329,2024-05,-73,4
1780,745,2024-03,37,5
1781,2392,2024-05,79,2
1782,143,2024-02,84,1
1783,2559,2024-07,-70,2
1784,3299,2025-12,20,1
1785,244,2024-06,-11,4
1786,1994,2024-10,-2,3
1787,1213,2024-10,39,3
1788,2203,2025-01,99,5
1789,3068,2025-01,15,5
1790,277,2025-02,11,1
1791,2293,2024-03,31,5
1792,627,2024-08,1,4
1793,1829,2025-10,-30,4
1794,1515,2025-12,65,5
1795,1727,2024-01,33,2
1796,2623,2025-04,13,5
1797,2084,2024-04,-99,4
1798,1187,2025-01,-45,4
1799,2237,2024-01,-48,4
1800,2046,2025-07,30,4
1801,236,2025-12,-76,3
1802,2101,2024-03,-24,5
1803,1145,2024-10,-9,1
1804,502,2024-05,48,1
1805,1804,2024-05,-71,4
1806,1770,2025-08,21,3
1807,2502,2024-03,10,2
1808,1482,2024-03,48,3
1809,2545,2024-09,-64,N/A
1810,967,2024-08,20,1
1811,2074,2025-12,-17,1
1812,3298,2024-10,-48,5
1813,2009,2025-02,-86,2
1814,2334,2024-03,-24,5
1815,1260,2024-09,-12,3
1816,2314,2024-05,-90,2
1817,2859,2024-09,62,1
1818,2991,2024-08,38,1
1819,3139,2024-03,-37,3
1820,1051,2025-02,-91,4
1821,2899,2025-01,41,5
1822,1194,2025-01,-96,1
1823,2987,2024-11,-15,3
1824,21,2025-01,-59,1
1825,3113,2025-06,-53,3
1826,741,2024-07,51,1
1827,693,2024-05,-40,2
1828,1917,2025-05,-51,3
1829,1761,2024-04,-40,3
1830,539,2024-09,-71,1
1831,1831,2025-02,49,4
1832,2745,2025-03,-1,3
1833,1663,2025-06,-60,5
1834,1991,2024-12,-39,4
1835,2907,2024-12,96,5
1836,617,2024-02,16,1
1837,1114,2025-07,38,3
1838,3063,2024-06,72,5
1839,553,2025-09,-20,1
1840,870,2025-04,-31,2
1841,940,2025-10,100,4
1842,2824,2025-10,13,1
1843,491,2024-10,-57,5
1844,1283,2024-10,72,5
1845,1387,2025-10,53,5
1846,279,2025-10,-20,4
1847,401,2025-06,-46,5
1848,1289,2025-11,32,5
1849,300,2025-03,9,2
1850,3354,2024-01,-53,1
1851,1545,2025/02,-90,5
1852,24,2024-09,64,3
1853,2059,2024-01,70,1
1854,2587,2025-02,82,N/A
1855,2082,2025-02,-27,1
1856,1957,2025-06,41,3
1857,317,2025-07,17,4
1858,2500,2024-08,-47,1
1859,3328,2025-12,86,1
1860,1248,2024-11,-33,5
1861,417,2024-11,-94,2
1862,733,2024-05,-67,1
1863,2263,2025-12,94,1
1864,2201,2024-10,-87,2
1865,3044,2024-05,5,1
1866,1391,2025-09,-3,1
1867,3031,2025-11,56,2
1868,944,2024-06,65,4
1869,1755,2025-03,-5,3
1870,2255,2025-10,26,4
1871,951,2025-04,63,2
1872,1264,2024-11,62,1
1873,2836,2025-02,76,3
1874,1980,2024-03,42,5
1875,2099,2025-12,-24,4
1876,2136,2025-01,12,2
1877,2710,2024-02,45,1
1878,3328,2024-09,-41,1
1879,1370,2024-10,100,5
1880,1215,2025-12,-11,2
1881,3129,2025-10,52,1
1882,1642,2024-08,1,2
1883,3184,2024-05,92,5
1884,3020,2024-02,34,3
1885,2526,2025-02,48,5
1886,2467,2024-11,55,3
1887,3229,2025-01,-34,5
1888,938,2024-07,-30,2
1889,1554,2025-08,66,3
1890,1870,2025-01,-8,3
1891,667,2025-11,33,4
1892,1773,2024-06,4,1
1893,2247,2024-07,-94,1
1894,1724,2025-03,-6,2
1895,2238,2025-05,-66,5
1896,348,2024-08,-83,5
1897,1683,2025-02,-48,1
1898,3183,2025-01,-42,3
1899,893,2025-04,49,3
1900,1561,2025-04,-50,5
1901,2139,2024-05,60,3
